log(T),H0+,H1+,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.167,2.83,5.156,8.023,11.557,15,15,15,15,15,,,,,,,,,,,,,,,,,,,
6.1,0.71,1.764,3.373,5.431,8.047,11.19,14.806,15,15,15,,,,,,,,,,,,,,,,,,,
6.2,0.447,1.009,2.044,3.459,5.34,7.646,10.342,13.069,15,15,,,,,,,,,,,,,,,,,,,
6.3,0.409,0.562,1.131,2.027,3.316,4.936,6.887,8.819,15,15,,,,,,,,,,,,,,,,,,,
6.4,0.638,0.441,0.62,1.088,1.891,2.947,4.292,5.568,15,15,,,,,,,,,,,,,,,,,,,
6.5,1.159,0.654,0.498,0.603,1,1.585,2.431,3.164,10.675,15,,,,,,,,,,,,,,,,,,,
6.6,2.008,1.225,0.776,0.566,0.614,0.802,1.23,1.509,7.39,14.178,,,,,,,,,,,,,,,,,,,
6.7,3.267,2.232,1.519,1.029,0.773,0.619,0.689,0.591,5.156,10.543,,,,,,,,,,,,,,,,,,,
6.8,4.827,3.557,2.605,1.864,1.336,0.884,0.644,0.237,3.735,7.988,,,,,,,,,,,,,,,,,,,
6.9,6.399,4.912,3.74,2.77,1.997,1.279,0.77,0.117,2.753,6.08,,,,,,,,,,,,,,,,,,,
7,7.861,6.171,4.795,3.614,2.617,1.663,0.916,0.073,2.012,4.58,,,,,,,,,,,,,,,,,,,
7.1,9.207,7.325,5.758,4.381,3.177,2.01,1.054,0.063,1.437,3.378,,,,,,,,,,,,,,,,,,,
7.2,10.467,8.404,6.657,5.097,3.699,2.339,1.197,0.083,0.994,2.414,,,,,,,,,,,,,,,,,,,
7.3,11.684,9.448,7.531,5.796,4.217,2.679,1.369,0.144,0.669,1.653,,,,,,,,,,,,,,,,,,,
7.4,12.897,10.497,8.417,6.518,4.766,3.064,1.597,0.264,0.462,1.076,,,,,,,,,,,,,,,,,,,
7.5,14.135,11.578,9.343,7.286,5.372,3.514,1.9,0.458,0.372,0.67,,,,,,,,,,,,,,,,,,,
7.6,15,12.698,10.313,8.105,6.035,4.029,2.275,0.72,0.384,0.408,,,,,,,,,,,,,,,,,,,
7.7,15,13.837,11.308,8.956,6.735,4.588,2.698,1.028,0.466,0.25,,,,,,,,,,,,,,,,,,,
7.8,15,14.975,12.306,9.813,7.449,5.165,3.141,1.354,0.586,0.157,,,,,,,,,,,,,,,,,,,
7.9,15,15,13.291,10.662,8.158,5.741,3.587,1.68,0.723,0.103,,,,,,,,,,,,,,,,,,,
8,15,15,14.256,11.494,8.855,6.308,4.024,1.998,0.864,0.069,,,,,,,,,,,,,,,,,,,
8.1,15,15,15,12.307,9.536,6.861,4.451,2.304,1.003,0.048,,,,,,,,,,,,,,,,,,,
8.2,15,15,15,13.101,10.201,7.401,4.866,2.598,1.139,0.034,,,,,,,,,,,,,,,,,,,
8.3,15,15,15,13.879,10.852,7.929,5.27,2.882,1.272,0.024,,,,,,,,,,,,,,,,,,,
8.4,15,15,15,14.641,11.491,8.446,5.665,3.159,1.402,0.018,,,,,,,,,,,,,,,,,,,
8.5,15,15,15,15,12.119,8.955,6.053,3.429,1.529,0.013,,,,,,,,,,,,,,,,,,,
8.6,15,15,15,15,12.741,9.458,6.437,3.697,1.656,0.01,,,,,,,,,,,,,,,,,,,
8.7,15,15,15,15,13.356,9.957,6.818,3.962,1.782,0.007,,,,,,,,,,,,,,,,,,,
8.8,15,15,15,15,13.969,10.455,7.199,4.229,1.91,0.005,,,,,,,,,,,,,,,,,,,
8.9,15,15,15,15,14.582,10.953,7.582,4.498,2.039,0.004,,,,,,,,,,,,,,,,,,,
9,15,15,15,15,15,11.453,7.967,4.77,2.17,0.003,,,,,,,,,,,,,,,,,,,
log(T),Ca0+,Ca1+,Ca2+,Ca3+,Ca4+,Ca5+,Ca6+,Ca7+,Ca8+,Ca9+,Ca10+,Ca11+,Ca12+,Ca13+,Ca14+,Ca15+,Ca16+,Ca17+,Ca18+,Ca19+,Ca20+,,,,,,,,
4,1.131,0.04,1.884,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
4.1,1.734,0.129,0.624,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
4.2,2.747,0.697,0.098,12.421,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
4.3,3.945,1.505,0.014,9.346,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
4.4,5.015,2.23,0.003,6.564,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
4.5,5.931,2.835,0.001,4.342,11.865,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
4.6,6.613,3.234,0.001,2.634,7.897,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
4.7,6.908,3.269,0.013,1.534,5.23,10.863,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
4.8,7.041,3.158,0.058,0.909,3.559,7.682,14.963,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
4.9,7.243,3.131,0.158,0.523,2.382,5.401,11.12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
5,7.571,3.242,0.335,0.296,1.509,3.655,8.098,13.758,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
5.1,8.034,3.498,0.603,0.212,0.882,2.306,5.698,10.12,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
5.2,8.647,3.913,0.988,0.283,0.486,1.304,3.822,7.219,11.313,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
5.3,9.445,4.521,1.535,0.546,0.342,0.642,2.426,4.966,8.027,12.408,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,
5.4,10.44,5.331,2.26,1.01,0.447,0.297,1.46,3.278,5.488,8.8,11.544,11.544,15,15,15,15,15,15,15,15,15,15,,,,,,,
5.5,11.582,6.29,3.116,1.625,0.74,0.197,0.828,2.032,3.533,5.96,7.713,7.713,15,15,15,15,15,15,15,15,15,15,,,,,,,
5.6,12.841,7.369,4.081,2.364,1.188,0.295,0.465,1.143,2.048,3.728,4.671,4.671,10.899,15,15,15,15,15,15,15,15,15,,,,,,,
5.7,14.268,8.623,5.211,3.281,1.837,0.631,0.398,0.618,1.013,2.054,2.354,2.354,7.006,12.708,15,15,15,15,15,15,15,15,,,,,,,
5.8,15,10.216,6.673,4.541,2.851,1.36,0.77,0.587,0.539,1.021,0.847,0.847,4.254,8.535,13.807,15,15,15,15,15,15,15,,,,,,,
5.9,15,12.331,8.654,6.329,4.41,2.658,1.747,1.206,0.767,0.756,0.245,0.245,2.674,5.826,9.807,14.462,15,15,15,15,15,15,,,,,,,
6,15,14.618,10.804,8.297,6.163,4.17,2.967,2.102,1.315,0.869,0.102,0.102,1.769,4.029,6.975,10.477,14.681,15,15,15,15,15,,,,,,,
6.1,15,15,12.852,10.169,7.833,5.616,4.146,2.986,1.885,1.062,0.083,0.083,1.151,2.707,4.828,7.412,10.588,14.322,15,15,15,15,,,,,,,
6.2,15,15,14.785,11.935,9.408,6.981,5.264,3.834,2.451,1.301,0.134,0.134,0.719,1.714,3.181,5.035,7.386,10.187,13.397,15,15,15,,,,,,,
6.3,15,15,15,13.651,10.943,8.319,6.373,4.694,3.057,1.624,0.283,0.283,0.466,1.002,1.943,3.215,4.902,6.942,9.324,11.723,15,15,,,,,,,
6.4,15,15,15,15,12.523,9.712,7.553,5.645,3.776,2.096,0.59,0.59,0.427,0.577,1.086,1.882,3.029,4.445,6.158,7.837,15,15,,,,,,,
6.5,15,15,15,15,14.233,11.246,8.889,6.767,4.688,2.789,1.123,1.123,0.655,0.47,0.614,1.011,1.711,2.612,3.775,4.86,13.344,15,,,,,,,
6.6,15,15,15,15,15,12.987,10.442,8.122,5.849,3.753,1.931,1.931,1.188,0.705,0.533,0.588,0.91,1.378,2.084,2.673,9.357,15,,,,,,,
6.7,15,15,15,15,15,15,12.286,9.781,7.327,5.051,3.073,3.073,2.08,1.329,0.876,0.632,0.626,0.723,1.042,1.217,6.449,12.516,,,,,,,
6.8,15,15,15,15,15,15,14.496,11.816,9.194,6.75,4.618,4.618,3.393,2.397,1.69,1.179,0.884,0.66,0.645,0.478,4.534,9.355,,,,,,,
6.9,15,15,15,15,15,15,15,14.041,11.26,8.657,6.373,6.373,4.934,3.709,2.771,2.018,1.463,0.957,0.652,0.207,3.311,7.118,,,,,,,
7,15,15,15,15,15,15,15,15,13.274,10.52,8.084,8.084,6.444,5.007,3.856,2.881,2.091,1.334,0.776,0.112,2.445,5.423,,,,,,,
7.1,15,15,15,15,15,15,15,15,15,12.26,9.675,9.675,7.846,6.21,4.861,3.681,2.674,1.694,0.913,0.076,1.784,4.08,,,,,,,
7.2,15,15,15,15,15,15,15,15,15,13.887,11.154,11.154,9.147,7.322,5.788,4.417,3.21,2.027,1.048,0.073,1.27,3.001,,,,,,,
7.3,15,15,15,15,15,15,15,15,15,15,12.556,12.556,10.381,8.378,6.667,5.117,3.721,2.354,1.198,0.101,0.877,2.136,,,,,,,
7.4,15,15,15,15,15,15,15,15,15,15,13.921,13.921,11.586,9.413,7.535,5.815,4.243,2.704,1.385,0.175,0.595,1.457,,,,,,,
7.5,15,15,15,15,15,15,15,15,15,15,15,15,12.796,10.462,8.425,6.543,4.803,3.104,1.633,0.311,0.426,0.949,,,,,,,
7.6,15,15,15,15,15,15,15,15,15,15,15,15,14.034,11.545,9.354,7.318,5.418,3.568,1.952,0.517,0.365,0.596,,,,,,,
7.7,15,15,15,15,15,15,15,15,15,15,15,15,15,12.659,10.321,8.136,6.083,4.088,2.334,0.783,0.394,0.37,,,,,,,
7.8,15,15,15,15,15,15,15,15,15,15,15,15,15,13.785,11.306,8.978,6.778,4.643,2.753,1.085,0.48,0.233,,,,,,,
7.9,15,15,15,15,15,15,15,15,15,15,15,15,15,14.905,12.288,9.821,7.48,5.21,3.187,1.399,0.598,0.15,,,,,,,
8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.256,10.655,8.175,5.774,3.621,1.713,0.73,0.1,,,,,,,
8.1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14.204,11.471,8.858,6.328,4.048,2.019,0.865,0.069,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12.271,9.527,6.87,4.464,2.314,0.999,0.048,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.053,10.181,7.4,4.869,2.6,1.131,0.035,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.819,10.823,7.919,5.266,2.877,1.26,0.025,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14.572,11.453,8.429,5.655,3.148,1.387,0.019,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12.075,8.932,6.038,3.415,1.513,0.014,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,12.691,9.431,6.419,3.68,1.639,0.01,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.303,9.927,6.798,3.945,1.766,0.008,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13.914,10.423,7.178,4.212,1.893,0.006,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14.525,10.921,7.561,4.482,2.023,0.004,,,,,,,
log(T),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
log(T),Sc0+,Sc1+,Sc2+,Sc3+,Sc4+,Sc5+,Sc6+,Sc7+,Sc8+,Sc9+,Sc10+,,,,,,,,,,,,,,,,,,
4,1.265,0.028,2.13,10.843,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.1,1.65,0.05,1.06,7.05,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.2,2.069,0.144,0.563,4.354,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.3,2.53,0.307,0.302,2.313,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.4,3.097,0.599,0.231,0.797,12.234,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.5,4.172,1.417,0.721,0.113,8.814,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.6,5.562,2.567,1.566,0.013,6.185,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.7,6.727,3.505,2.217,0.003,4.198,10.998,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.8,7.469,4.033,2.472,0.002,2.791,8.006,14.555,15,15,15,15,,,,,,,,,,,,,,,,,,
4.9,7.958,4.318,2.498,0.007,1.867,5.835,10.816,15,15,15,15,,,,,,,,,,,,,,,,,,
5,8.406,4.571,2.505,0.029,1.21,4.166,7.942,13.79,15,15,15,,,,,,,,,,,,,,,,,,
5.1,8.895,4.874,2.575,0.093,0.726,2.845,5.647,10.198,15,15,15,,,,,,,,,,,,,,,,,,
5.2,9.471,5.272,2.751,0.232,0.402,1.821,3.816,7.302,11.914,15,15,,,,,,,,,,,,,,,,,,
5.3,10.157,5.787,3.054,0.474,0.241,1.069,2.384,4.988,8.537,12.653,15,,,,,,,,,,,,,,,,,,
5.4,10.978,6.442,3.507,0.85,0.261,0.583,1.317,3.184,5.845,8.939,13.185,,,,,,,,,,,,,,,,,,
5.5,11.991,7.295,4.166,1.417,0.51,0.394,0.628,1.869,3.786,6.037,9.247,,,,,,,,,,,,,,,,,,
5.6,13.229,8.378,5.062,2.21,1.014,0.514,0.31,1.018,2.303,3.852,6.2,,,,,,,,,,,,,,,,,,
5.7,14.652,9.649,6.155,3.187,1.727,0.885,0.296,0.542,1.286,2.242,3.861,,,,,,,,,,,,,,,,,,
5.8,15,11.107,7.44,4.348,2.643,1.495,0.563,0.403,0.678,1.125,2.114,,,,,,,,,,,,,,,,,,
5.9,15,12.894,9.062,5.838,3.906,2.479,1.238,0.718,0.58,0.583,1.019,,,,,,,,,,,,,,,,,,
6,15,15,11.204,7.848,5.703,4.021,2.5,1.656,1.149,0.761,0.711,,,,,,,,,,,,,,,,,,
6.1,15,15,13.516,10.031,7.685,5.769,3.99,2.851,2.013,1.275,0.802,,,,,,,,,,,,,,,,,,
6.2,15,15,15,12.108,9.572,7.437,5.42,4.011,2.872,1.821,0.986,,,,,,,,,,,,,,,,,,
6.3,15,15,15,14.063,11.348,9.008,6.771,5.112,3.698,2.367,1.221,,,,,,,,,,,,,,,,,,
6.4,15,15,15,15,13.071,10.539,8.096,6.207,4.54,2.958,1.546,,,,,,,,,,,,,,,,,,
6.5,15,15,15,15,14.831,12.117,9.481,7.377,5.479,3.67,2.025,,,,,,,,,,,,,,,,,,
6.6,15,15,15,15,15,13.833,11.016,8.712,6.599,4.584,2.732,,,,,,,,,,,,,,,,,,
6.7,15,15,15,15,15,15,12.774,10.282,7.971,5.766,3.726,,,,,,,,,,,,,,,,,,
6.8,15,15,15,15,15,15,14.849,12.18,9.683,7.302,5.089,,,,,,,,,,,,,,,,,,
6.9,15,15,15,15,15,15,15,14.42,11.749,9.202,6.827,,,,,,,,,,,,,,,,,,
7,15,15,15,15,15,15,15,15,13.918,11.215,8.686,,,,,,,,,,,,,,,,,,
7.1,15,15,15,15,15,15,15,15,15,13.149,10.472,,,,,,,,,,,,,,,,,,
7.2,15,15,15,15,15,15,15,15,15,14.963,12.143,,,,,,,,,,,,,,,,,,
7.3,15,15,15,15,15,15,15,15,15,15,13.718,,,,,,,,,,,,,,,,,,
7.4,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
log(T),Sc11+,Sc12+,Sc13+,Sc14+,Sc15+,Sc16+,Sc17+,Sc18+,Sc19+,Sc20+,Sc21+,,,,,,,,,,,,,,,,,,
4,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.1,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.2,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.3,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.4,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.5,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.6,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.7,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.8,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.9,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.1,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.2,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.3,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.4,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.5,11.859,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.6,7.871,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.7,4.764,10.536,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.8,2.42,6.733,11.937,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.9,0.894,4.057,7.959,12.744,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
6,0.274,2.54,5.407,9.008,13.222,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
6.1,0.121,1.687,3.74,6.399,9.566,13.314,15,15,15,15,15,,,,,,,,,,,,,,,,,,
6.2,0.097,1.11,2.52,4.433,6.768,9.59,12.896,15,15,15,15,,,,,,,,,,,,,,,,,,
6.3,0.147,0.707,1.601,2.922,4.593,6.674,9.138,11.956,14.832,15,15,,,,,,,,,,,,,,,,,,
6.4,0.297,0.476,0.943,1.783,2.92,4.402,6.18,8.259,10.347,15,15,,,,,,,,,,,,,,,,,,
6.5,0.61,0.457,0.563,1.002,1.697,2.689,3.902,5.379,6.818,15,15,,,,,,,,,,,,,,,,,,
6.6,1.155,0.706,0.498,0.594,0.916,1.498,2.24,3.221,4.121,11.637,15,,,,,,,,,,,,,,,,,,
6.7,1.989,1.275,0.787,0.583,0.581,0.811,1.156,1.721,2.171,8.091,14.859,,,,,,,,,,,,,,,,,,
6.8,3.195,2.236,1.496,1.025,0.737,0.659,0.662,0.872,0.947,5.577,10.982,,,,,,,,,,,,,,,,,,
6.9,4.778,3.594,2.623,1.91,1.365,1.013,0.717,0.619,0.384,3.97,8.268,,,,,,,,,,,,,,,,,,
7,6.483,5.089,3.906,2.972,2.194,1.594,1.033,0.667,0.182,2.921,6.316,,,,,,,,,,,,,,,,,,
7.1,8.118,6.527,5.147,4.008,3.015,2.19,1.392,0.789,0.107,2.158,4.813,,,,,,,,,,,,,,,,,,
7.2,9.64,7.864,6.298,4.969,3.778,2.743,1.733,0.92,0.08,1.571,3.615,,,,,,,,,,,,,,,,,,
7.3,11.067,9.117,7.376,5.867,4.49,3.262,2.058,1.057,0.084,1.115,2.65,,,,,,,,,,,,,,,,,,
7.4,12.434,10.319,8.412,6.733,5.181,3.77,2.389,1.216,0.124,0.769,1.877,,,,,,,,,,,,,,,,,,
7.5,13.778,11.506,9.44,7.599,5.88,4.297,2.751,1.42,0.213,0.531,1.276,,,,,,,,,,,,,,,,,,
7.6,15,12.706,10.488,8.492,6.615,4.868,3.166,1.687,0.365,0.398,0.832,,,,,,,,,,,,,,,,,,
7.7,15,13.932,11.568,9.424,7.395,5.491,3.641,2.02,0.582,0.364,0.529,,,,,,,,,,,,,,,,,,
7.8,15,15,12.672,10.385,8.209,6.156,4.164,2.405,0.85,0.407,0.335,,,,,,,,,,,,,,,,,,
7.9,15,15,13.782,11.356,9.04,6.843,4.713,2.821,1.145,0.497,0.216,,,,,,,,,,,,,,,,,,
8,15,15,14.883,12.322,9.869,7.533,5.27,3.246,1.45,0.614,0.142,,,,,,,,,,,,,,,,,,
8.1,15,15,15,13.273,10.687,8.215,5.822,3.669,1.753,0.741,0.097,,,,,,,,,,,,,,,,,,
8.2,15,15,15,14.206,11.49,8.886,6.365,4.085,2.048,0.871,0.067,,,,,,,,,,,,,,,,,,
8.3,15,15,15,15,12.276,9.543,6.897,4.492,2.335,1.001,0.048,,,,,,,,,,,,,,,,,,
8.4,15,15,15,15,13.047,10.188,7.419,4.89,2.613,1.13,0.035,,,,,,,,,,,,,,,,,,
8.5,15,15,15,15,13.803,10.821,7.93,5.28,2.885,1.257,0.025,,,,,,,,,,,,,,,,,,
8.6,15,15,15,15,14.548,11.445,8.435,5.665,3.153,1.383,0.019,,,,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,12.062,8.934,6.045,3.418,1.509,0.014,,,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,12.674,9.43,6.424,3.682,1.635,0.01,,,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,13.285,9.926,6.803,3.948,1.763,0.008,,,,,,,,,,,,,,,,,,
9,15,15,15,15,15,13.895,10.422,7.185,4.217,1.893,0.006,,,,,,,,,,,,,,,,,,
log(T),Ti0+,Ti1+,Ti2+,Ti3+,Ti4+,Ti5+,Ti6+,Ti7+,Ti8+,Ti9+,Ti10+,Ti11+,,,,,,,,,,,,,,,,,
4,2.503,0.002,3.397,13.345,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.1,2.796,0.007,1.859,8.946,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.2,2.907,0.098,0.698,5.553,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.3,3.342,0.53,0.152,3.457,10.413,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.4,3.88,1.042,0.044,2.205,6.796,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.5,4.223,1.331,0.044,1.296,3.988,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.6,4.554,1.587,0.137,0.64,1.805,12.271,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.7,5.233,2.173,0.578,0.452,0.425,8.688,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.8,6.452,3.286,1.539,0.874,0.077,6.597,14.611,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.9,7.505,4.223,2.316,1.181,0.032,5.141,11.388,15,15,15,15,15,,,,,,,,,,,,,,,,,
5,8.383,4.978,2.904,1.355,0.02,3.975,8.788,14.142,15,15,15,15,,,,,,,,,,,,,,,,,
5.1,9.196,5.664,3.418,1.5,0.015,3.017,6.658,10.755,15,15,15,15,,,,,,,,,,,,,,,,,
